gender,state,age,income,imp.challenge,imp.unlocks,imp.customize,imp.difficulty,imp.characters,imp.storyline,imp.mastery,imp.backstory,imp.dominate,imp.completion,imp.wealth,imp.fantasy,imp.items,imp.power,imp.offbeat,imp.collect,enj.excitement,enj.destruction,enj.others,enj.react,enj.duels,enj.strategy,enj.roleplay,enj.competition,enj.decisions,enj.common.goal,enj.planning,enj.immersion,enj.helping,enj.fast,enj.guns,enj.gore,enj.blow.up,freq.explore,freq.experiment,freq.study,freq.char.creation,freq.stats,freq.customize,freq.test.world,gg.game.presented,gg.maxprice,rank.WarriorGuild,rank.SeraphGuardians,rank.Evercrest,rank.DevilsGate,rank.Marksman,rank.QuestoftheTitan
female,CO,26,41000,5,5,4,5,6,6,5,6,3,7,4,5,7,6,3,7,4,4,5,4,3,6,3,3,4,5,5,4,6,4,2,5,5,1,2,3,4,3,3,2,Evercrest,53,4,1,3,2,5,6
male,NM,43,52000,3,2,3,2,7,7,2,6,1,1,3,3,3,3,1,1,5,7,2,5,1,6,5,1,2,1,4,4,3,6,7,7,7,3,1,5,3,3,3,1,Evercrest,44,4,1,3,2,6,5
male,OH,26,46000,3,7,1,4,4,2,5,1,5,7,3,4,3,1,2,6,5,2,2,3,4,3,3,4,4,3,4,2,3,6,1,3,3,3,2,4,3,3,1,4,Seraph Guardians,55,4,1,6,5,2,3
male,MD,19,9000,6,1,2,7,6,6,5,4,7,1,4,2,3,3,4,1,5,2,5,7,7,5,1,7,4,6,6,1,6,7,2,3,4,4,4,4,4,5,3,4,Warrior Guild,34,1,3,4,2,5,6
male,CT,23,82000,6,3,4,5,4,4,6,5,3,1,5,4,3,5,6,3,6,3,6,5,4,4,3,3,6,4,3,5,4,7,3,3,2,7,7,5,4,5,3,7,Seraph Guardians,66,3,2,1,5,6,4
male,KY,20,22000,1,4,1,2,5,4,2,4,6,2,3,3,4,6,4,3,5,4,4,7,5,2,4,7,3,5,2,5,6,7,3,6,5,2,3,2,1,2,1,3,Evercrest,26,2,3,4,1,6,5
female,TX,22,22000,4,3,5,5,6,7,6,7,4,2,2,6,6,7,6,2,5,5,3,5,5,7,6,4,6,4,7,7,4,6,6,4,4,7,6,7,5,5,4,7,Seraph Guardians,35,5,1,2,4,6,3
female,OR,41,65000,3,5,5,4,5,5,2,7,4,5,5,6,4,7,4,4,6,3,3,5,3,5,6,3,5,4,4,7,5,4,1,4,2,4,3,5,6,6,4,3,Seraph Guardians,65,6,1,3,5,4,2
male,CA,57,93000,3,6,3,3,5,5,3,5,1,7,6,7,7,7,4,7,2,1,1,1,1,4,7,1,3,3,5,7,3,1,3,3,2,3,4,3,3,6,3,6,Seraph Guardians,81,6,1,3,5,4,2
female,OH,20,24000,1,7,2,3,5,3,2,5,4,7,6,1,2,2,1,7,4,2,3,5,3,2,2,4,1,1,1,3,2,5,5,4,4,1,3,2,3,6,4,1,Seraph Guardians,37,4,1,6,5,3,2
male,NY,21,48000,3,3,4,3,3,3,3,3,6,5,3,1,2,2,3,3,5,4,7,3,3,3,2,5,3,6,4,2,7,3,4,5,3,1,4,5,3,1,3,4,Seraph Guardians,42,2,4,3,1,5,6
female,MI,28,34000,1,2,3,1,6,5,2,5,3,3,5,2,3,4,2,2,7,7,5,7,1,3,4,4,3,5,2,2,5,6,7,7,7,3,1,2,1,5,2,1,Warrior Guild,38,2,3,5,1,6,4
female,MS,25,36000,6,3,4,5,4,4,4,6,2,5,4,4,2,3,4,2,4,3,2,5,2,4,2,2,5,3,4,4,3,4,5,4,5,4,2,2,3,5,4,4,Seraph Guardians,53,4,1,5,3,2,6
male,PA,18,11000,4,2,4,3,6,6,7,6,3,4,5,5,5,5,6,4,3,4,6,6,4,7,6,5,4,7,4,5,7,3,3,4,3,7,5,4,4,4,4,5,Evercrest,39,4,2,1,3,6,5
male,ME,19,7000,2,1,3,1,5,4,4,4,5,1,2,3,4,2,3,3,5,4,4,6,3,3,5,5,5,4,3,4,4,4,5,6,6,3,2,1,1,4,3,4,Warrior Guild,26,2,4,3,1,6,5
male,OR,29,114000,4,5,5,4,5,6,4,6,4,4,2,3,3,5,6,6,3,7,4,5,5,3,4,5,4,2,5,5,3,5,5,3,6,7,6,5,6,4,4,7,Evercrest,,1,3,5,2,6,4
female,TX,42,51000,5,5,2,6,7,5,5,7,3,7,1,4,5,6,2,3,5,4,2,4,2,6,5,2,5,3,5,4,2,3,3,4,4,4,1,6,2,2,2,2,Warrior Guild,44,6,1,3,5,4,2
male,NY,21,18000,1,3,3,2,2,2,1,2,6,1,5,3,1,3,1,3,7,6,4,5,7,2,1,5,4,4,4,3,6,5,5,6,5,3,3,3,2,5,1,3,Seraph Guardians,29,2,4,6,1,3,5
male,NV,25,60000,7,3,5,5,7,7,5,7,3,2,5,6,6,6,7,2,4,3,1,6,3,5,5,5,5,3,7,7,5,7,2,3,4,7,7,7,2,6,3,7,Evercrest,50,4,1,2,5,6,3
female,GA,25,25000,1,5,6,1,6,4,2,5,3,5,3,4,6,5,4,4,3,2,5,5,5,4,6,6,3,7,3,6,4,3,2,3,1,3,5,1,4,3,4,5,Seraph Guardians,33,5,3,1,4,6,2
male,CA,23,64000,5,6,1,5,1,3,4,3,4,3,1,2,1,3,3,5,3,4,4,4,1,5,1,3,5,5,4,4,4,4,3,3,4,3,4,6,1,2,1,3,Evercrest,36,4,2,5,3,1,6
female,MI,31,63000,6,7,1,7,4,4,6,5,3,6,3,4,4,1,5,7,2,2,3,4,4,7,2,5,7,4,4,4,4,3,1,2,2,4,3,6,1,6,3,6,Warrior Guild,55,5,1,4,6,2,3
male,TX,20,26000,6,4,6,5,5,6,7,6,4,5,4,7,6,7,5,6,5,1,5,6,4,7,7,5,7,7,6,7,7,6,4,2,3,4,4,7,5,5,5,7,Seraph Guardians,53,3,1,2,5,6,4
female,CA,20,39000,5,3,3,7,1,1,6,1,2,4,3,2,2,1,1,4,5,3,2,5,4,7,2,5,7,3,6,2,4,5,2,4,3,4,3,5,2,3,1,3,Evercrest,36,3,4,5,2,1,6
female,OH,19,20000,4,3,3,3,2,2,1,3,6,3,2,5,4,6,4,2,6,4,6,5,7,2,5,7,2,6,3,6,7,5,4,6,5,3,4,3,3,4,3,3,Evercrest,27,2,5,3,1,6,4
male,MN,20,34000,4,4,6,4,3,2,5,3,3,4,6,7,5,6,4,3,4,2,3,5,1,4,6,4,5,5,4,5,5,6,2,3,3,6,4,6,5,5,4,6,Evercrest,32,3,1,5,6,4,2
male,OR,18,10000,2,2,4,1,5,5,1,4,7,4,6,6,3,7,3,3,7,5,3,5,6,2,5,7,1,1,3,4,1,6,3,5,4,5,3,2,5,3,4,4,Evercrest,24,2,4,5,1,6,3
male,PA,24,31000,7,1,3,7,3,2,7,2,4,1,5,2,3,1,2,2,7,2,5,4,4,6,1,3,4,2,5,1,4,3,2,2,2,4,4,7,4,2,3,2,Seraph Guardians,41,2,3,5,4,1,6
male,GA,38,101000,4,1,3,3,5,6,4,6,1,2,1,1,3,3,1,1,7,7,1,5,1,4,4,2,3,2,4,3,2,5,7,7,6,3,3,4,5,1,3,2,Seraph Guardians,,2,4,3,1,6,5
female,OR,59,74000,6,7,4,4,7,7,5,6,2,6,7,6,6,7,4,7,2,1,3,1,2,5,7,1,3,1,3,7,3,1,1,2,3,4,4,4,2,7,2,3,Warrior Guild,47,5,1,3,6,4,2
female,TX,18,16000,1,1,4,2,3,5,1,4,7,2,3,2,3,3,3,1,4,6,6,6,7,2,4,7,3,5,1,3,4,6,5,5,6,2,3,2,3,1,3,3,Evercrest,28,1,5,3,2,6,4
female,NY,59,111000,4,5,6,7,7,7,3,7,1,6,3,6,7,7,5,6,4,3,2,4,1,3,7,1,3,2,3,6,3,5,3,5,5,2,4,3,4,2,7,4,Warrior Guild,74,5,1,3,6,4,2
male,VA,57,135000,3,7,3,3,7,7,5,5,1,6,5,6,6,6,4,6,5,4,3,3,2,4,6,1,4,1,3,7,1,3,4,5,4,3,5,4,2,6,3,3,Seraph Guardians,56,5,1,4,6,3,2
male,NY,49,112000,7,5,1,7,2,1,6,1,1,4,2,2,2,1,2,4,5,4,5,5,1,6,1,1,4,4,5,1,5,5,4,5,4,1,2,7,1,4,1,3,Evercrest,,4,2,5,3,1,6
male,TX,26,58000,4,1,3,7,3,4,5,5,5,1,5,5,5,5,2,1,6,4,4,5,4,6,6,6,3,3,4,4,5,5,4,7,4,3,4,5,2,3,1,1,Warrior Guild,70,2,3,5,1,4,6
male,CO,24,56000,3,3,5,2,6,7,4,6,3,4,2,2,5,6,4,1,6,3,7,5,4,4,3,4,5,4,4,4,4,4,2,2,2,4,5,2,4,4,3,4,Evercrest,41,5,1,2,4,6,3
female,CA,28,69000,5,4,4,6,4,6,5,5,3,3,2,6,5,6,4,4,2,2,2,2,1,3,6,3,5,3,3,7,3,3,4,5,4,3,4,3,4,4,5,5,Seraph Guardians,52,4,1,3,6,5,2
female,GA,28,50000,6,4,2,7,3,4,7,4,4,3,6,1,1,3,5,1,7,3,4,5,2,6,1,3,4,5,5,1,5,6,2,3,1,4,3,7,1,3,3,2,Seraph Guardians,43,2,3,5,4,1,6
male,TX,21,26000,2,3,6,4,5,4,3,4,4,5,7,5,5,6,6,5,6,1,3,7,3,3,5,2,3,4,2,5,3,7,2,4,4,4,6,2,6,7,3,4,Seraph Guardians,44,5,2,4,6,3,1
male,IL,28,97000,5,3,4,4,1,4,5,3,4,5,2,4,4,4,3,6,2,7,1,2,4,4,4,3,4,2,4,3,3,2,7,4,5,1,2,4,2,2,5,1,Seraph Guardians,67,4,1,6,5,2,3
female,FL,38,73000,5,7,1,5,7,6,6,5,1,7,6,4,4,4,3,6,3,4,2,1,2,3,4,1,3,2,2,4,1,4,5,3,5,4,3,5,1,2,1,4,Evercrest,,5,1,4,6,3,2
male,UT,20,49000,4,2,2,4,1,3,4,1,2,2,4,2,3,2,2,4,4,6,3,6,5,1,1,6,2,1,2,3,5,5,4,5,4,5,2,3,3,4,2,2,Warrior Guild,42,1,3,6,2,4,5
female,KY,31,52000,3,3,1,3,7,5,5,6,5,2,3,3,7,5,4,1,5,3,6,4,2,4,4,3,4,4,5,5,6,4,4,6,4,2,3,4,2,3,1,1,Warrior Guild,44,4,2,3,1,6,5
male,MN,21,37000,6,5,1,4,5,4,4,7,2,5,4,5,5,4,2,3,2,2,7,2,4,2,5,3,2,4,4,6,3,1,1,2,3,5,3,4,3,2,3,3,Warrior Guild,30,4,1,2,5,6,3
male,OR,18,19000,2,2,2,1,6,4,1,5,6,3,2,7,5,5,1,1,3,6,5,6,7,1,5,7,1,5,2,7,4,6,5,4,5,1,3,1,2,3,1,3,Seraph Guardians,23,2,3,4,1,6,5
male,OR,27,61000,7,3,2,6,4,5,4,3,4,4,3,4,4,3,2,6,6,1,5,5,4,5,3,5,4,3,2,4,2,6,1,2,1,4,3,4,4,3,3,2,Warrior Guild,66,3,1,4,5,2,6
male,PA,31,87000,1,5,3,1,5,4,4,3,3,7,6,3,4,2,2,7,3,3,1,4,3,2,4,4,2,1,2,2,1,4,2,2,5,3,1,2,1,5,3,3,Seraph Guardians,62,5,1,6,4,3,2
male,TX,28,53000,5,3,3,3,6,7,3,7,5,1,1,3,4,3,2,2,4,5,7,6,5,3,3,6,2,5,2,5,5,4,5,7,3,2,2,2,2,2,3,3,Warrior Guild,56,1,4,3,2,6,5
female,SD,54,68000,7,3,4,5,7,7,5,7,4,4,3,5,6,5,3,3,5,3,4,6,3,4,5,1,4,1,4,6,3,6,2,3,4,2,1,6,5,2,5,4,Seraph Guardians,57,3,1,2,6,4,5
female,PA,24,52000,7,4,3,7,5,3,3,5,7,3,3,2,4,4,4,2,6,3,4,5,7,5,1,6,4,5,3,5,6,4,3,3,5,4,4,4,3,3,5,5,Warrior Guild,58,1,2,4,3,5,6
male,CA,18,6000,5,2,7,4,7,7,3,7,4,2,2,4,6,3,5,3,2,4,7,3,4,5,3,5,3,7,4,4,6,3,4,3,4,4,5,3,6,1,6,5,Warrior Guild,38,2,5,1,3,6,4
female,MO,19,15000,5,7,1,3,3,1,3,2,5,7,4,2,3,2,3,6,5,2,2,3,6,1,3,6,2,3,1,2,2,4,2,4,2,1,1,1,1,3,3,2,Seraph Guardians,32,1,4,6,3,2,5
female,TN,27,52000,5,6,3,4,4,2,4,4,4,6,2,3,5,5,2,5,4,2,4,6,4,4,4,4,6,3,5,4,3,4,2,4,3,3,3,4,5,4,1,4,Warrior Guild,50,4,1,6,2,3,5
male,SC,20,26000,5,3,4,2,7,7,4,6,2,2,7,5,4,6,1,3,5,7,4,3,3,4,5,2,3,5,2,7,3,6,6,6,7,3,1,3,5,4,5,1,Seraph Guardians,32,5,1,4,2,6,3
female,FL,29,50000,1,4,3,2,6,5,3,6,2,5,6,7,5,5,3,3,5,6,5,6,3,1,5,3,2,4,2,6,5,3,6,6,5,3,3,3,2,6,4,2,Evercrest,23,4,1,5,3,6,2
female,IL,27,26000,3,2,2,2,5,7,2,7,4,1,3,5,6,7,6,1,1,4,5,1,3,2,7,5,2,7,2,5,7,3,3,1,3,5,5,4,2,3,2,4,Seraph Guardians,45,4,3,1,5,6,2
male,NJ,18,15000,1,2,5,2,6,5,3,3,5,3,1,4,2,4,3,2,5,5,4,4,5,3,2,4,3,2,4,2,2,5,6,5,6,3,2,3,4,1,2,4,Warrior Guild,18,2,4,3,1,6,5
female,SC,18,6000,4,2,2,5,6,5,6,6,3,2,3,4,4,4,1,1,5,2,4,3,4,5,4,5,5,5,4,5,5,5,3,5,5,1,1,6,3,4,2,1,Evercrest,25,3,1,4,2,5,6
female,TN,44,105000,3,7,4,7,5,3,2,2,1,6,4,4,3,4,3,6,4,2,5,2,3,1,4,2,4,5,2,5,7,5,5,4,4,1,4,4,4,3,2,1,Warrior Guild,,2,1,5,6,3,4
male,LA,28,61000,5,3,3,4,4,6,7,5,3,4,4,3,7,5,5,6,3,4,5,2,2,6,5,2,6,6,7,5,5,3,5,4,5,6,6,5,3,3,3,5,Warrior Guild,44,6,1,2,4,5,3
female,IN,23,20000,5,3,1,5,3,5,4,4,4,7,7,7,5,7,4,5,5,4,4,7,6,5,6,6,6,5,6,6,3,6,3,4,3,4,2,4,2,7,2,3,Seraph Guardians,42,5,1,6,4,3,2
male,MI,19,23000,6,1,4,7,2,1,6,1,5,1,3,1,3,1,3,2,6,2,5,6,3,7,1,5,5,4,6,1,4,6,3,2,2,2,1,5,4,4,1,3,Warrior Guild,29,1,4,5,2,3,6
female,NC,24,35000,4,2,3,3,6,6,4,5,4,2,3,4,4,7,3,1,6,7,5,6,2,4,5,2,2,3,4,4,2,5,7,6,7,3,3,4,1,3,2,2,Evercrest,29,2,4,3,1,6,5
male,FL,30,91000,7,2,3,5,7,6,3,6,4,4,4,1,3,4,4,4,6,6,2,6,5,2,3,3,2,2,2,1,2,5,3,5,5,3,4,5,3,3,4,2,Seraph Guardians,76,3,1,6,2,4,5
male,MN,24,61000,2,3,4,2,4,4,3,3,5,3,4,4,4,4,4,3,6,2,4,4,3,6,3,3,6,5,7,3,5,6,2,3,3,5,5,5,3,5,3,3,Seraph Guardians,55,6,1,5,4,3,2
female,CA,32,88000,3,5,3,5,7,6,3,7,5,5,6,3,6,4,3,4,6,6,4,7,2,3,2,3,3,3,4,1,3,6,5,5,4,4,4,4,3,6,4,4,Warrior Guild,66,6,1,5,4,3,2
male,FL,42,158000,1,5,3,2,6,7,3,6,1,6,2,4,5,5,1,4,6,5,4,5,1,6,5,1,6,1,7,4,2,5,4,3,4,3,4,3,4,3,6,2,Warrior Guild,84,6,1,3,5,4,2
female,CT,34,78000,3,3,1,1,5,7,4,5,2,2,1,4,4,4,3,3,7,7,3,5,2,3,3,2,3,5,3,4,4,5,6,7,6,3,1,1,3,2,2,3,Warrior Guild,72,4,2,3,1,6,5
male,NY,19,26000,3,2,5,3,5,6,2,6,5,5,3,6,3,5,1,3,3,5,4,2,5,2,3,3,1,5,3,2,6,1,6,5,5,1,1,3,5,3,5,2,Seraph Guardians,35,2,3,4,1,6,5
male,TN,21,15000,1,5,3,1,4,5,3,4,4,2,4,1,1,4,1,5,3,4,2,5,6,5,4,3,3,2,3,2,1,5,2,3,1,1,1,1,4,3,5,1,Evercrest,14,3,1,6,2,5,4
female,TX,31,92000,5,6,3,7,5,3,5,3,5,7,1,3,4,3,5,7,3,2,6,3,6,4,4,5,6,1,5,5,5,3,3,4,3,5,5,5,2,1,2,4,Warrior Guild,,2,1,5,3,4,6
male,CA,26,94000,7,5,1,4,2,4,5,1,3,4,3,2,4,2,4,2,1,2,4,2,4,4,1,1,5,3,6,1,3,4,1,2,2,4,4,7,2,3,3,3,Warrior Guild,71,3,1,4,5,2,6
female,CA,19,23000,4,6,5,4,4,4,4,6,3,7,2,7,5,7,3,7,5,1,5,4,3,4,7,3,4,4,6,7,6,4,1,2,1,3,3,4,3,6,4,1,Evercrest,43,6,1,3,5,4,2
male,GA,41,85000,4,6,4,5,7,4,1,7,2,5,6,4,5,6,5,7,1,2,1,1,1,1,5,2,1,1,1,3,1,1,3,4,3,4,4,3,4,5,6,2,Seraph Guardians,76,5,2,3,6,4,1
male,NY,23,35000,6,5,5,6,4,5,4,6,5,4,3,3,4,4,1,4,5,5,5,5,4,4,5,3,3,4,3,2,5,3,7,7,7,2,2,4,3,5,4,2,Warrior Guild,61,2,3,5,1,4,6
female,AZ,21,23000,4,2,3,5,7,7,5,7,3,3,1,5,7,5,1,2,4,5,6,3,5,2,7,3,2,6,3,5,6,3,1,3,5,5,2,5,6,1,5,2,Evercrest,35,2,4,1,3,6,5
male,NC,27,50000,2,4,4,2,5,5,2,4,4,2,5,5,4,4,2,3,4,4,3,5,1,1,5,4,3,3,3,6,4,6,2,3,3,4,6,2,3,4,2,6,Evercrest,36,5,2,3,4,6,1
female,NC,32,46000,3,5,3,3,2,3,2,2,3,4,1,3,3,4,1,4,4,5,4,3,4,1,3,5,1,4,2,4,4,4,5,5,5,2,1,2,4,1,4,1,Seraph Guardians,38,1,3,5,2,6,4
male,PA,18,12000,1,3,4,1,3,3,1,4,5,2,2,4,4,4,3,3,7,5,7,7,5,1,7,7,1,5,1,4,5,6,6,6,6,2,2,1,5,1,3,2,Seraph Guardians,12,1,5,3,2,6,4
female,OR,18,5000,3,5,3,3,2,5,2,3,5,6,4,5,3,4,4,5,4,4,4,4,5,1,4,3,3,4,2,2,2,4,2,1,2,4,2,1,3,2,4,3,Warrior Guild,21,2,3,5,4,6,1
male,GA,27,40000,5,3,6,5,7,7,4,7,3,4,1,4,3,5,3,2,7,5,7,6,4,6,5,3,7,6,7,4,6,7,5,4,5,5,6,7,6,3,5,4,Seraph Guardians,54,3,4,1,2,6,5
female,CA,18,16000,3,4,2,4,5,6,2,6,1,3,1,3,3,4,1,4,7,6,5,7,4,2,4,4,1,7,2,1,6,7,5,6,7,2,2,2,4,2,4,4,Warrior Guild,35,1,4,3,2,5,6
female,WI,30,66000,7,6,4,7,4,3,7,2,3,5,3,3,2,3,4,4,3,2,1,2,3,5,2,2,6,3,5,4,1,5,3,3,3,6,3,7,3,1,4,3,Warrior Guild,43,5,1,4,6,2,3
male,MN,20,35000,2,4,5,3,3,2,3,4,6,4,4,1,3,1,1,6,5,5,5,5,6,3,1,5,1,3,2,2,5,4,5,3,5,1,1,3,5,5,5,1,Warrior Guild,42,1,3,6,2,5,4
male,OR,65,102000,3,7,2,3,5,4,5,7,1,5,4,6,5,7,6,5,2,3,2,4,1,7,4,1,5,1,4,7,2,3,5,3,4,4,4,6,4,5,2,1,Warrior Guild,,6,1,3,5,4,2
male,CA,22,34000,3,3,4,3,5,6,3,7,3,1,3,4,6,6,3,1,3,4,5,2,6,5,4,6,4,7,4,7,7,1,3,4,3,3,3,6,4,1,5,2,Seraph Guardians,27,2,4,1,3,6,5
male,IL,18,6000,4,1,1,4,3,3,3,3,5,1,2,3,4,4,2,2,6,5,3,7,7,1,3,5,1,5,1,3,5,6,4,7,6,3,3,2,2,4,1,3,Evercrest,28,1,4,5,2,3,6
female,CA,42,144000,5,6,4,5,1,2,5,3,2,5,3,3,2,5,2,6,4,1,1,6,4,3,5,1,6,6,6,4,3,4,1,1,1,3,1,2,6,3,3,1,Evercrest,85,4,1,5,6,2,3
male,MN,19,18000,3,1,3,2,5,4,3,6,7,3,5,2,4,2,5,2,5,6,4,5,7,3,2,6,2,4,2,3,6,6,6,5,6,6,5,2,3,6,5,6,Evercrest,23,2,5,3,1,6,4
male,MO,25,27000,5,6,2,5,3,4,4,3,3,4,4,4,3,4,2,5,3,4,4,2,4,4,3,4,6,3,4,5,4,3,5,5,4,1,1,5,2,3,4,2,Seraph Guardians,55,4,1,6,3,2,5
male,NV,32,81000,5,6,2,4,5,7,3,5,4,4,1,4,4,4,3,4,3,4,6,5,4,3,4,6,2,7,5,6,5,5,3,3,4,2,3,3,3,2,2,4,Evercrest,66,2,1,3,4,6,5
male,NM,27,39000,5,2,1,5,4,5,5,6,5,3,6,5,5,5,7,2,7,4,6,5,4,7,5,4,5,5,3,6,4,5,5,4,5,5,6,5,1,7,2,7,Evercrest,34,6,1,5,4,2,3
female,ID,27,31000,3,3,3,5,5,2,5,3,4,5,2,4,3,5,6,5,6,5,2,1,5,5,5,4,4,5,4,4,5,4,6,5,3,4,4,4,2,4,3,6,Evercrest,39,3,2,5,1,6,4
female,TX,30,88000,5,4,6,7,5,4,5,7,4,5,7,6,6,7,5,4,5,4,3,5,2,1,6,2,3,2,3,4,3,4,6,6,5,5,6,4,5,6,6,5,Warrior Guild,62,5,1,3,6,4,2
female,CA,25,45000,1,2,3,2,4,6,2,3,4,2,4,4,5,4,4,1,7,4,4,6,5,1,5,3,1,4,5,4,4,7,5,3,5,2,3,3,5,3,4,5,Seraph Guardians,38,1,3,4,2,6,5
female,NJ,45,101000,4,3,5,6,5,6,4,4,3,3,5,6,7,7,6,4,5,2,2,5,1,3,7,1,4,4,5,7,4,4,2,1,1,5,7,2,6,7,3,7,Evercrest,,5,1,3,6,4,2
male,AL,32,57000,4,4,1,3,6,6,2,6,2,3,4,3,5,4,1,4,5,6,4,6,3,2,3,1,1,5,1,1,3,6,6,6,7,1,1,4,1,3,1,1,Warrior Guild,50,1,2,6,3,4,5
female,SC,24,41000,2,5,6,2,5,5,4,5,3,3,6,5,6,6,5,6,4,2,1,2,2,6,4,3,5,2,4,4,1,3,3,3,4,6,4,5,5,6,7,3,Evercrest,51,6,1,3,5,4,2
male,AL,20,20000,6,5,1,6,3,5,6,5,3,5,2,1,3,6,3,6,6,7,3,6,6,6,3,4,6,2,3,3,3,5,6,6,5,2,3,4,1,2,2,2,Seraph Guardians,28,2,3,5,1,4,6
female,AZ,31,54000,6,4,5,2,4,6,4,4,4,5,4,4,4,5,5,7,5,5,4,6,6,4,1,4,3,7,4,4,5,3,5,4,4,7,4,2,5,4,5,7,Seraph Guardians,56,1,4,2,3,6,5
male,GA,20,36000,5,6,3,3,2,2,2,1,4,7,1,4,4,3,2,6,1,1,2,3,2,2,4,2,2,2,2,2,1,1,2,3,2,2,3,1,2,2,1,1,Seraph Guardians,48,5,1,4,6,3,2
female,MI,22,24000,4,7,7,3,5,5,7,7,5,3,5,5,5,7,7,3,3,2,2,4,4,2,7,4,3,3,3,7,4,3,3,2,2,6,7,5,7,6,6,7,Warrior Guild,26,5,2,3,6,4,1
female,CA,23,41000,6,3,5,7,7,6,6,6,5,4,4,5,5,6,7,5,5,2,6,6,5,4,4,4,3,6,4,5,5,6,1,2,2,7,7,5,6,4,6,7,Evercrest,51,4,3,1,6,5,2
male,TX,35,95000,5,6,2,4,2,1,5,2,3,5,4,1,1,2,4,7,6,2,4,5,4,4,2,4,5,4,5,2,4,4,2,1,1,4,6,5,3,5,4,2,Warrior Guild,62,3,2,6,4,1,5
male,MN,21,50000,4,2,6,7,5,6,7,6,4,3,5,5,6,5,7,4,4,6,6,6,4,7,7,4,7,4,7,6,6,5,4,5,4,7,6,7,7,7,6,6,Seraph Guardians,68,4,1,2,3,5,6
female,IN,27,50000,2,5,1,4,5,3,3,5,4,3,2,3,3,3,2,4,5,7,4,4,4,5,2,2,4,4,2,3,4,5,6,7,7,1,2,3,1,2,1,1,Evercrest,36,2,3,5,1,4,6
male,WA,31,66000,2,3,1,3,6,6,3,5,2,3,4,5,5,7,3,2,7,3,3,6,4,3,4,3,4,5,5,6,1,5,5,6,6,2,2,4,2,1,2,2,Warrior Guild,44,3,2,4,1,6,5
male,NM,24,40000,5,2,3,4,5,5,3,7,4,4,4,7,6,6,3,3,2,4,4,3,3,1,6,4,4,4,3,5,4,1,5,3,3,4,2,3,5,3,5,2,Seraph Guardians,48,4,1,2,5,6,3
male,NV,29,63000,5,5,4,4,6,7,4,6,2,6,2,4,5,6,2,3,6,6,3,4,4,2,2,5,1,3,4,4,3,7,7,7,7,4,1,4,2,3,3,2,Evercrest,56,2,3,4,1,6,5
male,NJ,21,45000,4,3,5,2,7,7,6,7,1,3,2,4,4,5,5,1,4,3,5,2,3,6,2,3,7,4,6,5,6,4,2,1,2,5,4,6,5,1,5,5,Seraph Guardians,47,5,2,1,3,6,4
female,NJ,26,75000,4,6,6,5,5,4,2,4,3,6,7,2,3,3,1,6,2,3,4,3,3,3,2,2,3,5,1,2,5,2,1,2,2,2,3,4,5,4,7,4,Warrior Guild,,4,1,5,6,3,2
female,TX,26,30000,2,3,4,1,4,7,2,6,4,5,2,3,4,4,7,4,5,2,1,5,4,1,5,5,4,2,4,3,3,4,4,5,2,6,5,1,5,4,5,5,Evercrest,36,5,2,3,6,4,1
male,FL,27,42000,5,3,1,5,7,7,4,7,4,2,5,6,5,4,1,1,4,4,3,3,5,1,7,4,5,3,1,7,3,4,6,6,7,1,1,3,1,4,1,2,Warrior Guild,35,2,1,4,3,6,5
male,CA,22,58000,2,2,7,2,7,7,5,7,4,4,5,5,5,5,5,3,5,2,5,4,5,4,6,3,5,5,5,5,7,4,1,2,2,3,4,4,5,4,6,4,Evercrest,62,4,3,1,5,6,2
female,KS,18,7000,1,2,4,2,5,4,4,6,2,2,1,4,4,5,5,1,5,4,6,2,6,4,3,2,2,5,3,4,7,2,5,6,3,6,6,3,2,1,3,5,Warrior Guild,25,3,5,1,2,6,4
male,OH,29,84000,4,1,3,3,3,3,5,2,4,2,3,4,4,4,3,2,5,6,3,7,5,3,4,2,6,3,4,1,5,7,5,7,7,1,2,4,3,3,5,3,Evercrest,,2,4,5,1,3,6
female,HI,23,47000,2,7,4,4,2,2,3,3,2,7,5,5,5,4,3,7,3,3,3,2,3,4,5,5,4,4,2,4,3,4,4,5,4,2,1,4,3,6,3,2,Warrior Guild,42,5,1,6,4,2,3
male,TX,41,99000,4,5,7,3,5,5,2,5,2,4,7,6,7,5,5,4,4,4,2,2,1,3,7,1,2,1,3,5,3,1,4,3,4,6,4,3,4,6,5,3,Evercrest,65,5,2,3,6,4,1
male,FL,35,92000,5,3,1,7,3,1,6,1,3,3,4,3,2,4,3,4,2,1,1,2,3,6,4,4,6,2,7,3,3,1,1,3,1,4,3,6,1,2,5,4,Warrior Guild,58,5,1,4,3,2,6
female,MO,27,38000,7,3,1,7,3,4,4,4,5,1,1,1,2,2,5,1,2,4,1,4,4,3,2,3,5,2,4,3,1,6,5,3,4,4,4,5,1,1,2,3,Evercrest,37,1,2,5,3,4,6
male,MN,28,57000,3,5,1,5,6,6,4,5,3,3,3,3,1,4,6,4,3,4,6,6,3,2,3,1,4,5,3,4,5,4,5,6,6,4,7,3,1,3,2,7,Seraph Guardians,48,3,2,5,1,6,4
female,MS,18,7000,4,5,4,7,3,4,4,3,6,3,2,3,2,3,1,4,5,2,5,6,5,5,2,4,5,4,3,2,7,6,1,1,1,2,4,5,3,2,5,1,Warrior Guild,28,1,2,5,4,3,6
